timestamp,open,high,low,close,volume,spread,real_volume,symbol
2026-01-26 20:16:00,153.946,153.987,153.946,153.985,38,6,0,USDJPY
2026-01-26 20:17:00,153.962,153.962,153.962,153.962,1,6,0,USDJPY
2026-01-26 20:18:00,153.944,153.944,153.944,153.944,1,6,0,USDJPY
2026-01-26 20:19:00,153.963,153.963,153.959,153.959,4,6,0,USDJPY
2026-01-26 20:27:00,154.02,154.024,154.017,154.017,27,6,0,USDJPY
2026-01-26 20:28:00,154.014,154.014,154.014,154.014,1,6,0,USDJPY
2026-01-26 20:29:00,154.023,154.023,154.023,154.023,1,6,0,USDJPY
