timestamp,open,high,low,close,volume,spread,real_volume,symbol
2026-01-26 19:20:00,1.18902,1.18902,1.18885,1.18886,31,7,0,EURUSD
2026-01-26 20:17:00,1.1886,1.18862,1.1886,1.18862,2,7,0,EURUSD
2026-01-26 20:18:00,1.18891,1.18891,1.18891,1.18891,1,7,0,EURUSD
2026-01-26 20:19:00,1.18883,1.18886,1.18883,1.18885,6,7,0,EURUSD
2026-01-26 20:27:00,1.18839,1.18839,1.1883,1.18833,41,7,0,EURUSD
2026-01-26 20:28:00,1.18836,1.18836,1.18836,1.18836,1,7,0,EURUSD
2026-01-26 20:29:00,1.18842,1.18842,1.18841,1.18841,2,7,0,EURUSD
