timestamp,symbol,bid,ask,spread,volume,time_msc
2026-01-27 03:41:35,USDJPY.s,154.039,154.069,0.030000000000001137,0,1769460095955
2026-01-27 03:49:25,USDJPY.s,154.097,154.127,0.030000000000001137,0,1769460565603
2026-01-27 03:50:01,USDJPY.s,154.139,154.169,0.030000000000001137,0,1769460601208
2026-01-27 03:51:00,USDJPY.s,154.124,154.154,0.030000000000001137,0,1769460660318
2026-01-27 03:52:01,USDJPY.s,154.147,154.177,0.030000000000001137,0,1769460721114
2026-01-27 04:03:57,USDJPY.s,154.216,154.246,0.030000000000001137,0,1769461437390
2026-01-27 04:03:57,USDJPY.s,154.216,154.246,0.030000000000001137,0,1769461437820
2026-01-27 04:03:57,USDJPY.s,154.216,154.246,0.030000000000001137,0,1769461437820
2026-01-27 04:03:59,USDJPY.s,154.216,154.246,0.030000000000001137,0,1769461439031
2026-01-27 04:03:59,USDJPY.s,154.216,154.246,0.030000000000001137,0,1769461439332
2026-01-27 04:03:59,USDJPY.s,154.216,154.246,0.030000000000001137,0,1769461439900
2026-01-27 04:04:00,USDJPY.s,154.216,154.246,0.030000000000001137,0,1769461440731
2026-01-27 04:04:01,USDJPY.s,154.218,154.248,0.030000000000001137,0,1769461441451
2026-01-27 04:04:01,USDJPY.s,154.219,154.249,0.030000000000001137,0,1769461441595
2026-01-27 04:04:02,USDJPY.s,154.218,154.248,0.030000000000001137,0,1769461442373
2026-01-27 04:04:02,USDJPY.s,154.218,154.248,0.030000000000001137,0,1769461442961
2026-01-27 04:04:03,USDJPY.s,154.218,154.248,0.030000000000001137,0,1769461443635
2026-01-27 04:04:03,USDJPY.s,154.218,154.248,0.030000000000001137,0,1769461443635
2026-01-27 04:04:04,USDJPY.s,154.217,154.247,0.030000000000001137,0,1769461444856
2026-01-27 04:04:04,USDJPY.s,154.217,154.247,0.030000000000001137,0,1769461444968
2026-01-27 04:04:05,USDJPY.s,154.216,154.246,0.030000000000001137,0,1769461445794
2026-01-27 04:04:05,USDJPY.s,154.216,154.246,0.030000000000001137,0,1769461445794
2026-01-27 04:04:06,USDJPY.s,154.204,154.234,0.030000000000001137,0,1769461446736
2026-01-27 04:04:07,USDJPY.s,154.204,154.234,0.030000000000001137,0,1769461447641
2026-01-27 04:04:08,USDJPY.s,154.204,154.234,0.030000000000001137,0,1769461448223
2026-01-27 04:04:08,USDJPY.s,154.204,154.234,0.030000000000001137,0,1769461448223
2026-01-27 04:04:09,USDJPY.s,154.214,154.244,0.030000000000001137,0,1769461449006
2026-01-27 04:04:09,USDJPY.s,154.214,154.244,0.030000000000001137,0,1769461449922
2026-01-27 04:04:09,USDJPY.s,154.214,154.244,0.030000000000001137,0,1769461449922
2026-01-27 04:04:09,USDJPY.s,154.214,154.244,0.030000000000001137,0,1769461449922
2026-01-27 04:04:11,USDJPY.s,154.213,154.243,0.030000000000001137,0,1769461451446
2026-01-27 04:04:12,USDJPY.s,154.213,154.243,0.030000000000001137,0,1769461452091
2026-01-27 04:04:12,USDJPY.s,154.213,154.243,0.030000000000001137,0,1769461452091
2026-01-27 04:04:13,USDJPY.s,154.213,154.243,0.030000000000001137,0,1769461453243
2026-01-27 04:04:13,USDJPY.s,154.215,154.245,0.030000000000001137,0,1769461453768
2026-01-27 04:04:13,USDJPY.s,154.215,154.245,0.030000000000001137,0,1769461453768
2026-01-27 04:04:13,USDJPY.s,154.215,154.245,0.030000000000001137,0,1769461453768
2026-01-27 04:04:15,USDJPY.s,154.215,154.245,0.030000000000001137,0,1769461455538
2026-01-27 04:04:15,USDJPY.s,154.215,154.245,0.030000000000001137,0,1769461455994
2026-01-27 04:04:16,USDJPY.s,154.216,154.246,0.030000000000001137,0,1769461456435
2026-01-27 04:04:16,USDJPY.s,154.216,154.246,0.030000000000001137,0,1769461456435
2026-01-27 04:04:16,USDJPY.s,154.216,154.246,0.030000000000001137,0,1769461456435
2026-01-27 04:04:16,USDJPY.s,154.216,154.246,0.030000000000001137,0,1769461456435
2026-01-27 04:04:16,USDJPY.s,154.216,154.246,0.030000000000001137,0,1769461456435
2026-01-27 04:04:16,USDJPY.s,154.216,154.246,0.030000000000001137,0,1769461456435
2026-01-27 04:04:16,USDJPY.s,154.216,154.246,0.030000000000001137,0,1769461456435
2026-01-27 04:04:20,USDJPY.s,154.213,154.243,0.030000000000001137,0,1769461460576
2026-01-27 04:04:20,USDJPY.s,154.213,154.243,0.030000000000001137,0,1769461460576
2026-01-27 04:04:21,USDJPY.s,154.206,154.236,0.030000000000001137,0,1769461461206
2026-01-27 04:04:21,USDJPY.s,154.206,154.236,0.030000000000001137,0,1769461461206
2026-01-27 04:04:21,USDJPY.s,154.206,154.236,0.030000000000001137,0,1769461461206
2026-01-27 04:04:21,USDJPY.s,154.206,154.236,0.030000000000001137,0,1769461461206
2026-01-27 04:04:21,USDJPY.s,154.206,154.236,0.030000000000001137,0,1769461461206
2026-01-27 04:04:21,USDJPY.s,154.206,154.236,0.030000000000001137,0,1769461461206
2026-01-27 04:04:21,USDJPY.s,154.206,154.236,0.030000000000001137,0,1769461461206
2026-01-27 04:04:25,USDJPY.s,154.206,154.236,0.030000000000001137,0,1769461465584
2026-01-27 04:04:25,USDJPY.s,154.21,154.24,0.030000000000001137,0,1769461465844
2026-01-27 04:04:26,USDJPY.s,154.204,154.234,0.030000000000001137,0,1769461466648
2026-01-27 04:04:26,USDJPY.s,154.204,154.234,0.030000000000001137,0,1769461466648
2026-01-27 04:04:26,USDJPY.s,154.204,154.234,0.030000000000001137,0,1769461466648
2026-01-27 04:04:26,USDJPY.s,154.204,154.234,0.030000000000001137,0,1769461466648
2026-01-27 04:04:26,USDJPY.s,154.204,154.234,0.030000000000001137,0,1769461466648
2026-01-27 04:04:29,USDJPY.s,154.203,154.233,0.030000000000001137,0,1769461469488
2026-01-27 04:04:29,USDJPY.s,154.203,154.233,0.030000000000001137,0,1769461469959
2026-01-27 04:04:29,USDJPY.s,154.203,154.233,0.030000000000001137,0,1769461469959
2026-01-27 04:04:30,USDJPY.s,154.203,154.233,0.030000000000001137,0,1769461470868
2026-01-27 04:04:31,USDJPY.s,154.202,154.232,0.030000000000001137,0,1769461471345
2026-01-27 04:04:31,USDJPY.s,154.202,154.232,0.030000000000001137,0,1769461471345
2026-01-27 04:04:31,USDJPY.s,154.202,154.232,0.030000000000001137,0,1769461471345
2026-01-27 04:04:31,USDJPY.s,154.202,154.232,0.030000000000001137,0,1769461471345
2026-01-27 04:04:31,USDJPY.s,154.202,154.232,0.030000000000001137,0,1769461471345
2026-01-27 04:04:34,USDJPY.s,154.199,154.229,0.030000000000001137,0,1769461474310
2026-01-27 04:04:35,USDJPY.s,154.198,154.228,0.030000000000001137,0,1769461475085
2026-01-27 04:04:35,USDJPY.s,154.198,154.228,0.030000000000001137,0,1769461475085
2026-01-27 04:04:35,USDJPY.s,154.198,154.228,0.030000000000001137,0,1769461475085
2026-01-27 04:04:35,USDJPY.s,154.198,154.228,0.030000000000001137,0,1769461475085
2026-01-27 04:04:37,USDJPY.s,154.197,154.227,0.030000000000001137,0,1769461477176
2026-01-27 04:04:37,USDJPY.s,154.197,154.227,0.030000000000001137,0,1769461477176
2026-01-27 04:04:37,USDJPY.s,154.197,154.227,0.030000000000001137,0,1769461477176
2026-01-27 04:04:39,USDJPY.s,154.203,154.233,0.030000000000001137,0,1769461479187
2026-01-27 04:04:39,USDJPY.s,154.203,154.233,0.030000000000001137,0,1769461479187
2026-01-27 04:04:40,USDJPY.s,154.203,154.233,0.030000000000001137,0,1769461480246
2026-01-27 04:04:40,USDJPY.s,154.203,154.233,0.030000000000001137,0,1769461480246
2026-01-27 04:04:40,USDJPY.s,154.203,154.233,0.030000000000001137,0,1769461480246
2026-01-27 04:04:41,USDJPY.s,154.204,154.234,0.030000000000001137,0,1769461481870
2026-01-27 04:04:41,USDJPY.s,154.204,154.234,0.030000000000001137,0,1769461481870
2026-01-27 04:04:43,USDJPY.s,154.203,154.233,0.030000000000001137,0,1769461483247
2026-01-27 04:04:43,USDJPY.s,154.203,154.233,0.030000000000001137,0,1769461483247
2026-01-27 04:04:43,USDJPY.s,154.203,154.233,0.030000000000001137,0,1769461483247
2026-01-27 04:04:43,USDJPY.s,154.203,154.233,0.030000000000001137,0,1769461483247
2026-01-27 04:04:45,USDJPY.s,154.203,154.233,0.030000000000001137,0,1769461485562
2026-01-27 04:04:45,USDJPY.s,154.203,154.233,0.030000000000001137,0,1769461485562
2026-01-27 04:04:46,USDJPY.s,154.203,154.233,0.030000000000001137,0,1769461486534
2026-01-27 04:04:46,USDJPY.s,154.203,154.233,0.030000000000001137,0,1769461486534
2026-01-27 04:04:46,USDJPY.s,154.203,154.233,0.030000000000001137,0,1769461486534
2026-01-27 04:04:48,USDJPY.s,154.203,154.233,0.030000000000001137,0,1769461488224
2026-01-27 04:04:48,USDJPY.s,154.203,154.233,0.030000000000001137,0,1769461488224
2026-01-27 04:04:48,USDJPY.s,154.203,154.233,0.030000000000001137,0,1769461488224
2026-01-27 04:04:49,USDJPY.s,154.202,154.232,0.030000000000001137,0,1769461489777
2026-01-27 04:04:49,USDJPY.s,154.202,154.232,0.030000000000001137,0,1769461489777
2026-01-27 04:04:50,USDJPY.s,154.203,154.233,0.030000000000001137,0,1769461490940
2026-01-27 04:04:51,USDJPY.s,154.205,154.235,0.030000000000001137,0,1769461491790
2026-01-27 04:04:52,USDJPY.s,154.208,154.238,0.030000000000001137,0,1769461492306
2026-01-27 04:04:52,USDJPY.s,154.208,154.238,0.030000000000001137,0,1769461492306
2026-01-27 04:04:53,USDJPY.s,154.207,154.237,0.030000000000001137,0,1769461493472
2026-01-27 04:04:53,USDJPY.s,154.207,154.237,0.030000000000001137,0,1769461493472
2026-01-27 04:04:54,USDJPY.s,154.206,154.236,0.030000000000001137,0,1769461494242
2026-01-27 04:04:54,USDJPY.s,154.206,154.236,0.030000000000001137,0,1769461494242
2026-01-27 04:04:55,USDJPY.s,154.206,154.236,0.030000000000001137,0,1769461495874
2026-01-27 04:04:56,USDJPY.s,154.203,154.233,0.030000000000001137,0,1769461496398
2026-01-27 04:04:56,USDJPY.s,154.203,154.233,0.030000000000001137,0,1769461496398
2026-01-27 04:04:56,USDJPY.s,154.203,154.233,0.030000000000001137,0,1769461496398
2026-01-27 04:04:56,USDJPY.s,154.203,154.233,0.030000000000001137,0,1769461496398
2026-01-27 04:04:56,USDJPY.s,154.203,154.233,0.030000000000001137,0,1769461496398
2026-01-27 04:04:56,USDJPY.s,154.203,154.233,0.030000000000001137,0,1769461496398
2026-01-27 04:05:00,USDJPY.s,154.203,154.233,0.030000000000001137,0,1769461500061
2026-01-27 04:05:00,USDJPY.s,154.203,154.233,0.030000000000001137,0,1769461500061
2026-01-27 04:05:00,USDJPY.s,154.203,154.233,0.030000000000001137,0,1769461500061
2026-01-27 04:05:00,USDJPY.s,154.203,154.233,0.030000000000001137,0,1769461500061
2026-01-27 04:05:01,USDJPY.s,154.202,154.232,0.030000000000001137,0,1769461501912
2026-01-27 04:05:01,USDJPY.s,154.202,154.232,0.030000000000001137,0,1769461501912
2026-01-27 04:05:01,USDJPY.s,154.202,154.232,0.030000000000001137,0,1769461501912
2026-01-27 04:05:03,USDJPY.s,154.205,154.235,0.030000000000001137,0,1769461503921
2026-01-27 04:05:04,USDJPY.s,154.202,154.232,0.030000000000001137,0,1769461504575
2026-01-27 04:05:04,USDJPY.s,154.202,154.232,0.030000000000001137,0,1769461504575
2026-01-27 04:05:05,USDJPY.s,154.202,154.232,0.030000000000001137,0,1769461505265
2026-01-27 04:05:05,USDJPY.s,154.202,154.232,0.030000000000001137,0,1769461505265
2026-01-27 04:05:06,USDJPY.s,154.204,154.234,0.030000000000001137,0,1769461506793
2026-01-27 04:05:06,USDJPY.s,154.204,154.234,0.030000000000001137,0,1769461506793
2026-01-27 04:05:06,USDJPY.s,154.204,154.234,0.030000000000001137,0,1769461506793
2026-01-27 04:05:08,USDJPY.s,154.203,154.233,0.030000000000001137,0,1769461508398
2026-01-27 04:05:09,USDJPY.s,154.205,154.235,0.030000000000001137,0,1769461509040
2026-01-27 04:05:09,USDJPY.s,154.204,154.234,0.030000000000001137,0,1769461509596
2026-01-27 04:05:10,USDJPY.s,154.205,154.235,0.030000000000001137,0,1769461510229
2026-01-27 04:05:10,USDJPY.s,154.205,154.235,0.030000000000001137,0,1769461510320
2026-01-27 04:05:10,USDJPY.s,154.205,154.235,0.030000000000001137,0,1769461510874
2026-01-27 04:05:11,USDJPY.s,154.21,154.24,0.030000000000001137,0,1769461511787
2026-01-27 04:05:11,USDJPY.s,154.21,154.24,0.030000000000001137,0,1769461511787
2026-01-27 04:05:11,USDJPY.s,154.21,154.24,0.030000000000001137,0,1769461511787
2026-01-27 04:05:13,USDJPY.s,154.205,154.235,0.030000000000001137,0,1769461513589
2026-01-27 04:05:13,USDJPY.s,154.205,154.235,0.030000000000001137,0,1769461513757
2026-01-27 04:05:13,USDJPY.s,154.205,154.235,0.030000000000001137,0,1769461513757
2026-01-27 04:05:15,USDJPY.s,154.205,154.235,0.030000000000001137,0,1769461515065
2026-01-27 04:05:15,USDJPY.s,154.204,154.234,0.030000000000001137,0,1769461515644
2026-01-27 04:05:16,USDJPY.s,154.203,154.233,0.030000000000001137,0,1769461516364
2026-01-27 04:05:16,USDJPY.s,154.203,154.233,0.030000000000001137,0,1769461516963
2026-01-27 04:05:17,USDJPY.s,154.203,154.233,0.030000000000001137,0,1769461517038
2026-01-27 04:05:18,USDJPY.s,154.203,154.233,0.030000000000001137,0,1769461518119
2026-01-27 04:05:18,USDJPY.s,154.203,154.233,0.030000000000001137,0,1769461518374
2026-01-27 04:05:19,USDJPY.s,154.204,154.234,0.030000000000001137,0,1769461519226
2026-01-27 04:05:19,USDJPY.s,154.204,154.234,0.030000000000001137,0,1769461519226
2026-01-27 04:05:19,USDJPY.s,154.204,154.234,0.030000000000001137,0,1769461519226
2026-01-27 04:05:20,USDJPY.s,154.204,154.234,0.030000000000001137,0,1769461520896
2026-01-27 04:05:21,USDJPY.s,154.204,154.234,0.030000000000001137,0,1769461521311
2026-01-27 04:05:21,USDJPY.s,154.204,154.234,0.030000000000001137,0,1769461521311
2026-01-27 04:05:21,USDJPY.s,154.204,154.234,0.030000000000001137,0,1769461521311
2026-01-27 04:05:21,USDJPY.s,154.204,154.234,0.030000000000001137,0,1769461521311
2026-01-27 04:05:21,USDJPY.s,154.204,154.234,0.030000000000001137,0,1769461521311
2026-01-27 04:05:23,USDJPY.s,154.204,154.234,0.030000000000001137,0,1769461523779
2026-01-27 04:05:23,USDJPY.s,154.204,154.234,0.030000000000001137,0,1769461523779
2026-01-27 04:05:25,USDJPY.s,154.204,154.234,0.030000000000001137,0,1769461525138
2026-01-27 04:05:25,USDJPY.s,154.204,154.234,0.030000000000001137,0,1769461525138
